trade_id,label,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,stop_loss,take_profit,net_pnl,pnl_r,mfe_dollar,mae_dollar,total_fees,recent_high,recent_low,recent_range,prior_high,prior_low,prior_range,compression_ratio,atr_at_entry,atr_pct_at_entry,bar_range_at_entry,close_location_at_entry,ema_fast_at_entry,ema_slow_at_entry,entry_mode
1,fold_1_oos,short,2025-04-08 15:00:00+00:00,2025-04-09 17:00:00+00:00,78440.67,80475.3486,stop_loss,80435.131,73591.8575,-108.1798,-1.0605,195.4086,-196.6755,8.1278,80375.0,78819.65,1555.35,81243.58,74508.0,6735.58,0.2309,977.6105,1.2457,1784.0,0.0033,79569.61,81825.28,immediate
2,fold_1_oos,long,2025-04-16 15:00:00+00:00,2025-04-16 17:00:00+00:00,84647.6027,83452.8046,stop_loss,83494.5518,87382.2054,-113.788,-1.1086,75.8792,-122.1871,14.9641,84262.0,83140.89,1121.11,86496.42,83111.64,3384.78,0.3312,555.3791,0.6564,1134.75,0.7852,84266.09,83365.28,immediate
3,fold_1_oos,long,2025-04-22 14:00:00+00:00,2025-04-22 21:00:00+00:00,90281.2781,93147.1637,take_profit,89053.1198,93193.7606,228.901,2.2576,297.7498,-21.0115,15.1428,89220.35,87953.86,1266.49,88877.0,86389.78,2487.22,0.5092,591.5201,0.6555,1554.99,0.831,87308.58,85400.52,immediate
4,fold_1_oos,long,2025-05-08 16:00:00+00:00,2025-05-08 21:00:00+00:00,100808.459,103823.8268,take_profit,99511.0061,103875.7647,233.1883,2.244,267.2876,-17.016,16.3892,99888.0,99036.59,851.41,99419.0,95784.61,3634.39,0.2343,623.5369,0.6188,2209.03,0.6528,97577.1,95811.18,immediate
