trade_id,label,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,stop_loss,take_profit,net_pnl,pnl_r,mfe_dollar,mae_dollar,total_fees,recent_high,recent_low,recent_range,prior_high,prior_low,prior_range,compression_ratio,atr_at_entry,atr_pct_at_entry,bar_range_at_entry,close_location_at_entry,ema_fast_at_entry,ema_slow_at_entry,entry_mode
1,fold_4_oos,short,2025-11-19 16:00:00+00:00,2025-11-20 00:00:00+00:00,89906.7242,91795.3797,stop_loss,91749.5049,85457.1877,-110.1594,-1.0747,72.2394,-133.1221,10.1069,92028.92,90948.37,1080.55,93836.01,89337.39,4498.62,0.2402,898.9025,0.9993,2504.61,0.0286,92287.9,96294.64,immediate
2,fold_4_oos,short,2025-11-24 10:00:00+00:00,2025-11-24 16:00:00+00:00,85901.9375,87540.7062,stop_loss,87496.9577,82064.7907,-109.9469,-1.0823,40.1201,-114.5168,11.0464,88059.44,86399.99,1659.45,88127.64,84950.97,3176.67,0.5224,776.0239,0.9029,1135.66,0.1048,86454.22,89600.05,immediate
3,fold_4_oos,long,2025-12-09 16:00:00+00:00,2025-12-11 00:00:00+00:00,92753.8537,91268.4237,stop_loss,91314.0807,96191.0832,-110.5433,-1.0951,128.6626,-119.3882,12.9019,90850.0,89912.48,937.52,92287.15,89500.0,2787.15,0.3364,696.7146,0.7515,2588.82,0.9346,90546.87,90438.98,immediate
4,fold_4_oos,short,2025-12-15 15:00:00+00:00,2025-12-15 18:00:00+00:00,88005.975,85427.2953,take_profit,89116.1728,85384.603,225.7236,2.2458,258.8664,-16.1426,15.7016,89986.68,89274.44,712.24,90280.01,87577.36,2702.65,0.2635,533.0814,0.6054,2036.42,0.1031,89629.03,90416.03,immediate
5,fold_4_oos,long,2026-01-05 01:00:00+00:00,2026-01-05 17:00:00+00:00,92451.6627,94061.0272,take_profit,91724.4115,94108.0812,161.8545,2.0836,216.4066,-31.6875,19.922,91590.0,90863.47,726.53,91810.0,89918.59,1891.41,0.3841,340.5242,0.3685,912.01,0.9766,90768.63,89299.18,immediate
6,fold_4_oos,long,2026-01-13 16:00:00+00:00,2026-01-13 22:00:00+00:00,93496.715,96231.6392,take_profit,92318.0744,96279.7791,233.6329,2.2388,265.4716,-37.0461,16.7988,92915.12,91787.61,1127.51,92332.0,90128.44,2203.56,0.5117,565.9578,0.6056,1317.34,1.0,91568.29,91113.18,immediate
7,fold_4_oos,long,2026-01-14 15:00:00+00:00,2026-01-15 19:00:00+00:00,96541.3866,95221.4299,stop_loss,95269.0645,99553.3638,-118.472,-1.1123,115.7869,-113.7068,16.0535,95315.15,94559.28,755.87,96495.0,91787.61,4707.39,0.1606,612.0428,0.6343,1844.44,0.819,93641.57,91897.13,immediate
