trade_id,label,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,stop_loss,take_profit,net_pnl,pnl_r,mfe_dollar,mae_dollar,total_fees,recent_high,recent_low,recent_range,prior_high,prior_low,prior_range,compression_ratio,atr_at_entry,atr_pct_at_entry,bar_range_at_entry,close_location_at_entry,ema_fast_at_entry,ema_slow_at_entry,entry_mode
1,fold_2_oos,short,2025-06-04 12:00:00+00:00,2025-06-05 18:00:00+00:00,105031.8178,102957.8905,take_profit,105955.5291,102906.4373,187.5607,2.1338,233.1706,-83.5417,19.7926,106000.0,105250.0,750.0,106794.67,104872.5,1922.17,0.3902,435.5845,0.4145,739.78,0.0055,105382.44,106240.49,immediate
2,fold_2_oos,long,2025-06-09 10:00:00+00:00,2025-06-09 18:00:00+00:00,106665.8363,108418.8367,take_profit,105868.2987,108473.0733,156.9969,2.0621,180.1011,-9.5975,20.5327,105949.09,105318.37,630.72,106488.14,104964.14,1524.0,0.4139,372.1107,0.349,1056.0,0.7391,105527.43,105370.18,immediate
3,fold_2_oos,short,2025-06-21 19:00:00+00:00,2025-06-22 13:00:00+00:00,102593.8974,100772.5154,take_profit,103414.4463,100722.1543,173.0643,2.0969,233.8707,-81.0421,20.4552,103982.64,103174.12,808.52,106172.06,102345.0,3827.06,0.2113,384.6131,0.3747,789.76,0.0149,103973.36,105044.61,immediate
4,fold_2_oos,long,2025-07-10 17:00:00+00:00,2025-07-10 21:00:00+00:00,112699.7917,115048.7377,take_profit,111658.3556,115106.2909,207.9762,2.145,388.0608,-14.3227,21.2034,111408.41,110500.0,908.41,111999.79,108503.0,3496.79,0.2598,492.5622,0.4373,1403.06,0.9416,110208.04,108854.71,immediate
5,fold_2_oos,long,2025-08-09 09:00:00+00:00,2025-08-09 21:00:00+00:00,117165.2133,116327.1317,stop_loss,116385.3244,118909.9641,-87.0786,-1.2238,71.0597,-73.4763,21.3034,116980.0,116299.13,680.87,117630.0,115878.71,1751.29,0.3888,360.6628,0.308,425.0,0.8251,116360.37,115701.8,immediate
