trade_id,label,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,stop_loss,take_profit,net_pnl,pnl_r,mfe_dollar,mae_dollar,total_fees,impulse_direction,pullback_count_at_entry,bars_since_impulse,atr_at_entry,atr_pct_at_entry,ema_fast_at_entry,ema_slow_at_entry
1,fold_12_oos,short,2026-02-11 04:00:00+00:00,2026-02-11 06:00:00+00:00,68153.906,67383.5515,take_profit,68523.2354,67349.8766,103.0931,1.9034,195.7333,-25.0915,19.877,short,1,2,279.3711,0.4097,68891.32,69595.58
2,fold_12_oos,short,2026-02-12 17:00:00+00:00,2026-02-12 23:00:00+00:00,65830.4483,66492.8503,stop_loss,66459.6205,64372.7438,-111.698,-1.1585,109.1777,-99.1331,20.2776,short,1,3,496.8754,0.7544,67389.54,67845.25
3,fold_12_oos,long,2026-02-15 05:30:00+00:00,2026-02-15 12:45:00+00:00,70366.3456,69964.8435,stop_loss,69999.8435,71159.5213,-66.8429,-1.2864,87.4271,-149.7835,19.8957,long,2,6,276.1138,0.3926,69807.61,69039.59
4,fold_12_oos,long,2026-02-15 19:30:00+00:00,2026-02-15 20:00:00+00:00,68583.6747,68143.3758,stop_loss,68177.4646,69479.2036,-73.3891,-1.2517,0.0,-66.9273,19.7353,long,2,3,309.9379,0.4521,69326.4,69279.03
5,fold_12_oos,short,2026-02-17 14:30:00+00:00,2026-02-17 14:30:00+00:00,67992.6667,67354.9382,take_profit,68308.841,67321.2775,82.2626,1.804,157.2807,-37.1805,19.5206,short,3,6,235.1342,0.3456,68200.57,68548.49
6,fold_12_oos,short,2026-02-17 17:45:00+00:00,2026-02-17 18:15:00+00:00,66972.497,67526.2495,stop_loss,67492.5033,65789.7068,-91.6412,-1.1948,13.4844,-124.3332,19.8391,short,1,2,405.4277,0.6051,67824.31,68390.97
7,fold_12_oos,short,2026-02-18 12:00:00+00:00,2026-02-18 12:00:00+00:00,67336.0651,67660.5321,stop_loss,67626.7187,66727.3282,-56.9372,-1.3491,0.0,-51.3568,19.6016,short,2,3,214.1406,0.3179,67781.19,68042.79
8,fold_12_oos,short,2026-02-18 19:30:00+00:00,2026-02-19 01:00:00+00:00,66241.1728,66711.2183,stop_loss,66677.8794,65266.0165,-78.6852,-1.2291,54.4116,-77.5228,19.49,short,2,4,336.1578,0.5072,67287.66,67813.3
9,fold_12_oos,short,2026-02-19 15:15:00+00:00,2026-02-19 15:30:00+00:00,66043.7016,66470.9514,stop_loss,66437.7325,65174.2237,-71.9325,-1.253,11.3207,-73.765,19.3067,short,3,6,300.8354,0.4553,66630.14,67182.68
10,fold_12_oos,long,2026-02-20 18:45:00+00:00,2026-02-22 17:30:00+00:00,67825.5658,67241.7719,stop_loss,67275.4096,69082.2861,-91.6698,-1.1834,122.9426,-89.4915,19.0183,long,1,3,430.2087,0.6346,67435.09,67296.88
11,fold_12_oos,short,2026-02-23 02:00:00+00:00,2026-02-23 02:30:00+00:00,64395.4262,64860.5226,stop_loss,64828.1086,63426.5036,-77.6848,-1.2248,10.1799,-76.434,18.9472,short,1,3,333.7155,0.518,67185.76,67667.93
12,fold_12_oos,short,2026-02-23 16:00:00+00:00,2026-02-23 17:15:00+00:00,65627.27,64793.9271,take_profit,66019.5215,64761.5464,109.5249,1.9593,150.4449,-13.8248,18.5861,short,2,5,299.5179,0.4562,66053.75,66849.76
13,fold_12_oos,short,2026-02-24 04:00:00+00:00,2026-02-24 13:30:00+00:00,63563.7122,62640.3697,take_profit,63990.0879,62609.0652,127.9952,2.0186,156.6562,-9.6376,18.7678,short,1,3,328.8149,0.517,64652.25,65965.66
14,fold_12_oos,short,2026-02-24 19:15:00+00:00,2026-02-25 01:00:00+00:00,64278.5047,64735.3057,stop_loss,64702.9542,63329.9245,-77.6567,-1.2287,68.1968,-247.5334,19.2101,short,3,4,326.9118,0.5083,63779.83,64840.82
15,fold_12_oos,long,2026-02-25 13:45:00+00:00,2026-02-25 14:45:00+00:00,66348.9679,66971.0106,take_profit,66040.3289,67004.5128,79.4209,1.7984,94.5505,-20.9341,19.0757,long,1,3,229.5676,0.3462,65346.56,65025.84
16,fold_12_oos,long,2026-02-25 18:30:00+00:00,2026-02-25 19:00:00+00:00,69383.0642,68827.1339,stop_loss,68861.5647,70565.4533,-86.1126,-1.198,23.0094,-85.1984,19.05,long,1,5,405.6878,0.585,66694.13,65493.29
17,fold_12_oos,long,2026-02-26 09:45:00+00:00,2026-02-26 11:30:00+00:00,68434.24,68055.9159,stop_loss,68089.9609,69175.2027,-61.7549,-1.2966,39.899,-50.1587,18.8829,long,1,2,258.3909,0.3778,68150.2,66819.6
18,fold_12_oos,long,2026-02-26 16:30:00+00:00,2026-02-26 16:30:00+00:00,67485.726,66987.2123,stop_loss,67020.7227,68530.2283,-78.7372,-1.2161,0.0,-80.2876,18.7233,long,1,3,359.4061,0.5328,67946.46,67082.29
19,fold_12_oos,short,2026-02-28 15:00:00+00:00,2026-02-28 15:30:00+00:00,64403.4022,64923.4298,stop_loss,64890.9843,63297.1742,-84.458,-1.1997,29.3682,-89.1356,18.6728,short,1,3,379.4786,0.5889,64535.15,65742.97
