trade_id,label,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,stop_loss,take_profit,net_pnl,pnl_r,mfe_dollar,mae_dollar,total_fees,impulse_direction,pullback_count_at_entry,bars_since_impulse,atr_at_entry,atr_pct_at_entry,ema_fast_at_entry,ema_slow_at_entry
1,fold_6_oos,short,2025-10-09 14:30:00+00:00,2025-10-09 16:45:00+00:00,121629.4249,120336.817,take_profit,122255.7065,120276.6787,96.3324,1.8718,157.953,-15.871,19.8838,short,1,3,471.1971,0.3872,122412.47,122776.9
2,fold_6_oos,short,2025-10-10 21:00:00+00:00,2025-10-10 21:00:00+00:00,114209.6866,111973.4511,take_profit,115206.551,111917.4924,187.5087,2.1309,382.1816,-79.7082,19.9652,short,3,6,783.1092,0.6853,118986.48,120989.8
3,fold_6_oos,short,2025-10-12 04:00:00+00:00,2025-10-12 04:30:00+00:00,110620.662,111332.4341,stop_loss,111276.7957,109174.0108,-76.3323,-1.2545,0.3303,-85.1139,20.5833,short,2,5,500.6631,0.4524,110910.17,114188.53
4,fold_6_oos,long,2025-10-13 12:45:00+00:00,2025-10-13 14:30:00+00:00,114578.6407,114015.8728,stop_loss,114072.9092,115642.5919,-60.1438,-1.3382,84.5445,-53.9103,20.3145,long,1,4,373.734,0.3263,114714.82,114163.16
5,fold_6_oos,long,2025-10-13 17:00:00+00:00,2025-10-14 02:15:00+00:00,114726.5846,113970.3084,stop_loss,114027.3221,116274.0347,-76.7028,-1.2445,102.657,-72.8095,20.1571,long,2,3,534.9316,0.4665,114615.75,114219.05
6,fold_6_oos,short,2025-10-14 06:30:00+00:00,2025-10-14 09:45:00+00:00,112226.1888,111272.0628,take_profit,112708.6662,111216.4546,75.216,1.7469,104.4353,-18.6887,19.9449,short,2,4,355.2885,0.3164,114088.46,114313.77
7,fold_6_oos,short,2025-10-15 13:15:00+00:00,2025-10-15 13:30:00+00:00,111413.6353,111938.9428,stop_loss,111883.0013,110435.2917,-57.6551,-1.3577,19.9214,-54.1147,20.2079,short,2,3,344.6928,0.3092,112351.52,112922.0
8,fold_6_oos,short,2025-10-15 16:45:00+00:00,2025-10-15 18:15:00+00:00,110638.693,111345.5573,stop_loss,111289.9123,109204.3592,-74.0457,-1.2564,42.9584,-67.3007,20.0889,short,3,4,496.5603,0.4486,111832.12,112693.84
9,fold_6_oos,short,2025-10-16 07:30:00+00:00,2025-10-16 09:30:00+00:00,110715.8944,111282.5183,stop_loss,111226.9049,109632.2178,-60.7914,-1.3266,96.916,-63.8116,19.9078,short,3,6,379.6874,0.3428,111225.66,111989.83
10,fold_6_oos,short,2025-10-16 15:30:00+00:00,2025-10-16 15:45:00+00:00,109989.9475,108434.4739,take_profit,110710.8445,108380.2837,129.6901,2.0073,145.9317,-17.1534,19.5762,short,3,6,554.8954,0.5042,111054.57,111722.64
11,fold_6_oos,short,2025-10-16 20:30:00+00:00,2025-10-17 00:30:00+00:00,107919.0735,108766.6174,stop_loss,108712.2613,106125.0568,-88.4148,-1.2057,45.4942,-85.9931,20.0335,short,2,5,616.0011,0.5705,109535.91,111108.91
12,fold_6_oos,short,2025-10-17 07:45:00+00:00,2025-10-17 08:15:00+00:00,105706.8601,104577.0979,take_profit,106253.6878,104524.8355,95.8124,1.8748,112.3242,-27.3021,19.6529,short,1,4,411.6315,0.3892,108343.36,110068.16
13,fold_6_oos,long,2025-10-20 05:00:00+00:00,2025-10-20 08:30:00+00:00,110477.3111,111565.9978,take_profit,109942.2165,111621.8087,88.225,1.8261,108.524,-16.7978,20.0485,long,1,5,399.9029,0.3622,108788.5,108000.2
14,fold_6_oos,long,2025-10-20 18:30:00+00:00,2025-10-21 01:00:00+00:00,110715.5301,110109.0508,stop_loss,110164.1328,111900.4029,-65.0688,-1.2996,50.5295,-53.3435,20.0517,long,3,6,413.3976,0.3736,110602.08,109214.18
15,fold_6_oos,long,2025-10-21 07:30:00+00:00,2025-10-21 08:30:00+00:00,108092.029,107560.3312,stop_loss,107614.1382,109097.6894,-59.0113,-1.3377,9.967,-50.4356,19.9073,long,3,4,353.2265,0.3269,109234.79,109349.54
16,fold_6_oos,short,2025-10-22 14:30:00+00:00,2025-10-22 14:45:00+00:00,107886.5797,108601.4014,stop_loss,108547.1278,106424.1055,-75.5543,-1.2466,21.1572,-101.9799,19.8641,short,1,3,505.4815,0.4683,108306.24,109050.25
17,fold_6_oos,short,2025-10-22 22:30:00+00:00,2025-10-22 23:15:00+00:00,107002.0122,107673.2965,stop_loss,107619.4867,105645.7081,-71.4434,-1.2615,0.5367,-84.4415,19.6893,short,3,5,469.9473,0.439,107907.12,108725.19
18,fold_6_oos,long,2025-10-23 14:45:00+00:00,2025-10-23 17:30:00+00:00,109606.4158,110703.4537,take_profit,109068.7627,110758.8332,87.6706,1.8345,123.869,-21.6672,19.5823,long,1,4,402.3977,0.3673,109074.27,108833.34
19,fold_6_oos,long,2025-10-24 15:00:00+00:00,2025-10-25 06:00:00+00:00,110274.2796,111414.7395,take_profit,109718.6481,111470.4748,91.6405,1.852,108.897,-42.492,19.7423,long,2,4,417.1016,0.3784,110832.32,109982.78
