trade_id,label,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,stop_loss,take_profit,net_pnl,pnl_r,mfe_dollar,mae_dollar,total_fees,impulse_direction,pullback_count_at_entry,bars_since_impulse,atr_at_entry,atr_pct_at_entry,ema_fast_at_entry,ema_slow_at_entry
1,fold_10_oos,long,2026-01-02 15:45:00+00:00,2026-01-02 16:00:00+00:00,89802.7689,89249.3818,stop_loss,89294.0288,90917.543,-71.5967,-1.2632,9.4957,-66.4954,19.9483,long,2,3,386.551,0.4307,89175.87,88580.4
2,fold_10_oos,long,2026-01-05 03:00:00+00:00,2026-01-05 04:15:00+00:00,93079.6266,92650.6256,stop_loss,92696.9741,93873.4497,-55.614,-1.3633,13.3343,-70.3238,19.801,long,3,5,280.1132,0.3011,91814.06,90906.61
3,fold_10_oos,long,2026-01-05 19:00:00+00:00,2026-01-05 21:00:00+00:00,94496.8348,93990.9658,stop_loss,94037.9848,95478.7081,-62.5766,-1.3073,30.4866,-54.4371,19.6628,long,3,4,343.0294,0.3632,93250.9,91947.5
4,fold_10_oos,long,2026-01-06 19:30:00+00:00,2026-01-06 21:15:00+00:00,92293.0134,93302.0285,take_profit,91806.1649,93348.7028,97.088,1.8809,164.5517,-27.4024,19.6776,long,1,5,367.2709,0.3981,93120.82,92908.98
5,fold_10_oos,short,2026-01-07 16:45:00+00:00,2026-01-08 06:00:00+00:00,91414.4999,90525.7374,take_profit,91852.1231,90480.4972,86.1225,1.824,108.0528,-30.6033,19.6297,short,3,6,326.5776,0.3571,92105.84,92613.04
6,fold_10_oos,short,2026-01-09 17:15:00+00:00,2026-01-09 21:00:00+00:00,91306.0441,90161.656,take_profit,91845.7549,90116.5977,114.7567,1.9533,129.7728,-24.6789,19.7535,short,3,6,411.7041,0.4507,90846.15,91078.46
7,fold_10_oos,long,2026-01-12 04:15:00+00:00,2026-01-12 07:30:00+00:00,92146.1701,91696.709,stop_loss,91742.5803,92993.9694,-59.0443,-1.3409,15.7813,-65.5157,20.0586,long,3,5,297.9498,0.3235,91260.35,90918.36
8,fold_10_oos,long,2026-01-13 16:45:00+00:00,2026-01-13 17:15:00+00:00,93602.728,93073.9424,stop_loss,93120.5027,94644.5683,-66.3344,-1.2896,16.7764,-53.6265,19.913,long,2,4,362.8728,0.3879,92263.44,91602.35
9,fold_10_oos,long,2026-01-13 23:00:00+00:00,2026-01-13 23:30:00+00:00,95805.0686,95162.0117,stop_loss,95209.6165,97126.1936,-76.348,-1.2398,31.3266,-72.9195,19.7502,long,1,3,456.3279,0.4765,93570.19,92173.91
10,fold_10_oos,long,2026-01-14 16:15:00+00:00,2026-01-14 17:30:00+00:00,97423.1672,96845.1707,stop_loss,96893.6175,98576.6012,-68.0364,-1.2744,35.6728,-62.8267,19.5858,long,2,5,400.7104,0.4115,95412.52,93770.3
11,fold_10_oos,long,2026-01-15 16:00:00+00:00,2026-01-15 18:00:00+00:00,96785.4085,96164.734,stop_loss,96212.8404,98047.539,-72.1698,-1.252,38.0151,-66.2418,19.4258,long,2,4,436.833,0.4516,96557.29,95561.13
