trade_id,label,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,stop_loss,take_profit,net_pnl,pnl_r,mfe_dollar,mae_dollar,total_fees,impulse_direction,pullback_count_at_entry,bars_since_impulse,atr_at_entry,atr_pct_at_entry,ema_fast_at_entry,ema_slow_at_entry
1,fold_9_oos,long,2025-12-10 17:30:00+00:00,2025-12-10 19:00:00+00:00,92362.198,91931.9542,stop_loss,91977.9431,93161.2821,-56.5639,-1.3589,95.4755,-73.4226,19.9634,long,2,4,281.7474,0.3052,92264.05,91708.7
2,fold_9_oos,short,2025-12-11 15:45:00+00:00,2025-12-11 17:15:00+00:00,89761.5968,90283.3355,stop_loss,90238.2164,88728.3991,-67.6951,-1.2841,47.4066,-55.1278,19.9146,short,2,3,359.4803,0.4003,90359.29,91134.05
3,fold_9_oos,short,2025-12-11 20:00:00+00:00,2025-12-11 20:00:00+00:00,90794.3901,91423.8808,stop_loss,91378.1917,89493.8559,-78.2168,-1.2349,0.0,-74.8062,19.7701,short,3,4,448.6514,0.4939,90382.74,91008.26
4,fold_9_oos,long,2025-12-12 17:15:00+00:00,2025-12-13 21:30:00+00:00,90391.103,89752.8542,stop_loss,89797.7531,91716.3723,-78.7078,-1.2269,29.7205,-67.5408,19.4762,long,1,3,456.8141,0.5056,91679.59,91603.74
5,fold_9_oos,short,2025-12-16 12:30:00+00:00,2025-12-16 12:45:00+00:00,87103.1566,87505.2227,stop_loss,87461.4919,86359.7902,-54.376,-1.3662,2.8596,-41.8554,19.3935,short,2,6,262.3099,0.301,86531.68,87706.46
6,fold_9_oos,short,2025-12-17 15:45:00+00:00,2025-12-17 16:15:00+00:00,88663.4061,87013.5426,take_profit,89402.827,86970.0576,169.4004,2.1136,256.2556,-12.6801,19.042,short,2,4,579.2308,0.653,87424.54,87443.56
7,fold_9_oos,short,2025-12-18 03:15:00+00:00,2025-12-18 08:00:00+00:00,86554.8709,86995.966,stop_loss,86952.4897,85712.3707,-59.6097,-1.3281,32.089,-45.6115,19.59,short,2,3,295.2664,0.341,86420.76,86995.64
8,fold_9_oos,short,2025-12-18 21:00:00+00:00,2025-12-18 21:15:00+00:00,84540.3487,85333.3828,stop_loss,85290.7374,82812.4315,-100.7902,-1.1705,0.0,-106.295,19.4925,short,2,5,590.0728,0.6976,86621.98,86950.48
9,fold_9_oos,short,2025-12-19 04:45:00+00:00,2025-12-19 07:00:00+00:00,86938.569,87562.3838,stop_loss,87518.6245,85640.6488,-78.4731,-1.2264,32.1072,-166.6247,19.2495,short,1,4,447.1371,0.5141,86165.54,86654.24
10,fold_9_oos,long,2025-12-19 15:15:00+00:00,2025-12-19 15:15:00+00:00,88806.8012,88244.7787,stop_loss,88288.9232,89946.127,-69.6481,-1.2556,63.5325,-79.6212,18.9634,long,1,2,394.5723,0.4445,87681.63,87087.67
11,fold_9_oos,long,2025-12-22 16:00:00+00:00,2025-12-22 17:00:00+00:00,89771.7935,89210.9487,stop_loss,89255.5765,90905.2788,-68.3035,-1.2593,37.3227,-71.4187,18.8063,long,3,4,392.7863,0.4378,89524.39,88742.29
12,fold_9_oos,short,2025-12-23 19:30:00+00:00,2025-12-23 20:30:00+00:00,87646.8347,88147.6418,stop_loss,88103.59,86658.4049,-62.7983,-1.2894,13.0356,-64.3135,18.7444,short,3,6,344.0917,0.3924,87764.01,88228.12
