trade_id,label,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,stop_loss,take_profit,net_pnl,pnl_r,mfe_dollar,mae_dollar,total_fees,impulse_direction,pullback_count_at_entry,bars_since_impulse,atr_at_entry,atr_pct_at_entry,ema_fast_at_entry,ema_slow_at_entry
1,train,long,2024-04-04 14:15:00+00:00,2024-04-04 17:45:00+00:00,67622.2542,68332.336,take_profit,67277.2223,68366.5193,94.9496,1.86,188.4709,-31.577,20.1151,long,1,3,259.3564,0.3837,66353.26,66066.38
2,train,long,2024-04-05 02:00:00+00:00,2024-04-05 02:15:00+00:00,68194.08,67755.4007,stop_loss,67789.2954,69086.7616,-74.932,-1.2511,0.0,-69.0677,20.1151,long,2,4,308.9205,0.4532,67889.91,66839.75
3,train,long,2024-04-05 13:00:00+00:00,2024-04-05 14:30:00+00:00,66917.432,67938.1675,take_profit,66448.7246,67972.1536,142.4541,2.0328,200.9401,-58.7957,20.1625,long,1,3,362.7212,0.5423,67154.99,66940.53
4,train,long,2024-04-08 09:00:00+00:00,2024-04-08 14:00:00+00:00,72003.984,71551.0747,stop_loss,71586.8681,72920.8297,-73.8388,-1.2573,111.7881,-60.819,20.2111,long,2,5,317.6099,0.4413,69871.67,69103.95
5,train,long,2024-04-09 02:15:00+00:00,2024-04-09 04:15:00+00:00,71414.9196,71055.1629,stop_loss,71090.7082,72100.5345,-60.6475,-1.3288,31.963,-70.0664,20.0562,long,1,3,240.4348,0.3368,71544.55,70440.58
6,train,short,2024-04-10 02:30:00+00:00,2024-04-10 05:30:00+00:00,69033.466,69435.1509,stop_loss,69400.4507,68236.9083,-68.0589,-1.2838,81.8862,-55.0016,20.0034,short,2,5,277.0339,0.4011,69326.3,69981.54
7,train,short,2024-04-10 13:15:00+00:00,2024-04-10 13:45:00+00:00,67582.202,68030.4888,stop_loss,67996.4905,66664.8437,-75.594,-1.2463,9.3998,-107.0108,19.8551,short,1,4,317.0588,0.4689,68988.56,69636.63
8,train,short,2024-04-12 17:15:00+00:00,2024-04-12 17:15:00+00:00,68537.6041,67618.0178,take_profit,68966.9417,67584.2256,121.9358,1.9844,156.5193,-24.9585,19.4869,short,1,4,329.2181,0.4801,70032.44,70198.84
9,train,short,2024-04-13 01:45:00+00:00,2024-04-13 03:00:00+00:00,66239.4237,66697.9436,stop_loss,66664.6113,65292.4317,-78.6671,-1.2353,76.1112,-74.2214,19.9114,short,1,2,326.7094,0.493,67755.83,69288.7
10,train,short,2024-04-13 21:00:00+00:00,2024-04-13 21:45:00+00:00,61785.102,62856.311,stop_loss,62824.8985,59293.8237,-110.5843,-1.0907,8.981,-114.5152,12.154,short,1,5,840.7321,1.3601,66461.86,67991.53
