trade_id,label,direction,entry_time,entry_price,entry_signal_price,exit_time,exit_price,exit_reason,stop_loss,take_profit,position_size,entry_fee,exit_fee,total_fees,gross_pnl,net_pnl,pnl_r,mfe_dollar,mae_dollar,equity_before,equity_after,signal_reason
128,train,short,2024-08-28 11:45:00+00:00,59874.2179,59904.17,2024-08-28 14:45:00+00:00,59178.0673,take_profit,60206.4408,59148.493,0.13604807,8.1458,8.0511,16.1968,94.71,86.6589,1.9173,129.0032,-38.8801,8149.8469,8228.3601,SHORT resume below prev_low=59931.1 | pullbacks=2 ATR%=0.42%
129,train,short,2024-08-28 17:30:00+00:00,58777.5965,58807.0,2024-08-28 18:45:00+00:00,59281.5577,stop_loss,59251.9318,57694.6706,0.13992144,8.2242,8.2948,16.519,-70.515,-78.8097,-1.1874,25.177,-102.479,8228.3601,8141.3261,SHORT resume below prev_low=59020.0 | pullbacks=2 ATR%=0.63%
130,train,long,2024-09-03 15:15:00+00:00,57996.984,57968.0,2024-09-03 15:30:00+00:00,57642.6175,stop_loss,57671.4532,58709.367,0.14044518,8.1454,8.0956,16.241,-49.7691,-57.8647,-1.2657,2.9516,-48.5749,8141.3261,8075.316,LONG resume above prev_high=57924.8 | pullbacks=2 ATR%=0.43%
131,train,short,2024-09-04 02:15:00+00:00,56625.673,56654.01,2024-09-04 14:30:00+00:00,57085.6916,stop_loss,57057.163,55646.1275,0.14253741,8.0713,8.1368,16.2081,-65.5699,-73.7067,-1.1984,62.4404,-67.7519,8075.316,7993.538,SHORT resume below prev_low=56756.0 | pullbacks=2 ATR%=0.59%
132,train,short,2024-09-05 15:00:00+00:00,56529.721,56558.01,2024-09-05 21:30:00+00:00,55672.8901,take_profit,56923.187,55645.0676,0.14133344,7.9895,7.8684,15.858,121.0989,113.2304,2.0362,125.2315,-25.4795,7993.538,8098.7789,SHORT resume below prev_low=57005.8 | pullbacks=1 ATR%=0.54%
133,train,long,2024-09-10 15:30:00+00:00,57178.575,57150.0,2024-09-10 15:45:00+00:00,56818.3395,stop_loss,56846.7629,57908.0927,0.14171092,8.1028,8.0518,16.1546,-51.0493,-59.1011,-1.2569,4.4533,-82.5572,8098.7789,8031.575,LONG resume above prev_high=57088.0 | pullbacks=1 ATR%=0.44%
134,train,long,2024-09-10 18:15:00+00:00,57439.7955,57411.09,2024-09-11 01:30:00+00:00,57071.86,stop_loss,57100.4102,58187.7894,0.13989588,8.0356,7.9841,16.0197,-51.4727,-59.4568,-1.2523,84.5761,-106.1076,8031.575,7964.0826,LONG resume above prev_high=57322.3 | pullbacks=1 ATR%=0.45%
135,train,long,2024-09-11 17:00:00+00:00,57340.646,57312.0,2024-09-12 02:00:00+00:00,58363.9726,take_profit,56879.5323,58393.1692,0.13896012,7.9681,8.1103,16.0783,142.2016,134.0913,2.0927,156.9366,-18.0017,7964.0826,8090.2059,LONG resume above prev_high=57071.1 | pullbacks=2 ATR%=0.63%
136,train,long,2024-09-13 15:00:00+00:00,58486.1184,58456.89,2024-09-13 15:15:00+00:00,59081.1081,take_profit,58195.3806,59110.6634,0.1383961,8.0943,8.1766,16.2708,82.3443,74.1677,1.8433,86.4936,-17.1775,8090.2059,8156.2793,LONG resume above prev_high=58333.0 | pullbacks=1 ATR%=0.37%
137,train,short,2024-09-16 14:30:00+00:00,57966.0025,57995.0,2024-09-16 23:30:00+00:00,58309.943,stop_loss,58280.8026,57280.4934,0.14063763,8.1522,8.2006,16.3528,-48.371,-56.5716,-1.2778,66.4798,-45.8124,8156.2793,8091.5555,SHORT resume below prev_low=58166.7 | pullbacks=1 ATR%=0.41%
138,train,short,2024-09-17 02:15:00+00:00,57812.1894,57841.1,2024-09-17 02:30:00+00:00,58095.5261,stop_loss,58066.4929,57277.6178,0.13989284,8.0875,8.1271,16.2147,-39.6368,-47.7639,-1.3426,0.0,-46.6977,8091.5555,8035.7041,SHORT resume below prev_low=57846.0 | pullbacks=3 ATR%=0.32%
139,train,long,2024-09-17 15:00:00+00:00,60296.123,60265.17,2024-09-17 15:15:00+00:00,61074.6911,take_profit,59929.1405,61105.2437,0.13333911,8.0398,8.1436,16.1835,103.8136,95.6699,1.9551,136.5228,-10.0302,8035.7041,8123.3342,LONG resume above prev_high=60252.1 | pullbacks=1 ATR%=0.46%
140,train,long,2024-09-19 13:15:00+00:00,63251.61,63220.0,2024-09-19 13:30:00+00:00,62908.9804,stop_loss,62940.4507,63918.8733,0.12849311,8.1274,8.0834,16.2108,-44.0255,-52.1089,-1.3033,15.2765,-43.8932,8123.3342,8063.0979,LONG resume above prev_high=62957.4 | pullbacks=2 ATR%=0.37%
141,train,long,2024-09-20 15:45:00+00:00,63311.64,63279.99,2024-09-20 16:15:00+00:00,62891.792,stop_loss,62923.2536,64171.831,0.12741939,8.0671,8.0136,16.0808,-53.4968,-61.5104,-1.2429,6.1607,-49.9025,8063.0979,7993.5203,LONG resume above prev_high=63017.7 | pullbacks=3 ATR%=0.47%
142,train,long,2024-09-23 15:30:00+00:00,63525.747,63494.0,2024-09-23 17:00:00+00:00,63144.5135,stop_loss,63176.1016,64288.7461,0.12589411,7.9975,7.9495,15.947,-47.995,-55.9446,-1.2709,37.795,-53.7287,7993.5203,7929.5782,LONG resume above prev_high=63394.5 | pullbacks=2 ATR%=0.42%
143,train,long,2024-09-24 18:45:00+00:00,63837.1926,63805.28,2024-09-24 20:00:00+00:00,64457.9874,take_profit,63531.299,64490.2325,0.12427778,7.9335,8.0107,15.9442,77.151,69.1403,1.8187,94.3688,-19.1714,7929.5782,7990.785,LONG resume above prev_high=63750.7 | pullbacks=2 ATR%=0.36%
144,train,long,2024-09-24 23:00:00+00:00,64612.2,64579.9,2024-09-24 23:30:00+00:00,64264.3553,stop_loss,64296.5036,65288.3911,0.12373486,7.9948,7.9517,15.9465,-43.0405,-50.9922,-1.3054,1.7075,-44.7079,7990.785,7931.798,LONG resume above prev_high=64434.0 | pullbacks=2 ATR%=0.37%
145,train,long,2024-09-25 02:45:00+00:00,64572.27,64539.99,2024-09-25 03:00:00+00:00,64241.083,stop_loss,64273.2196,65206.9159,0.12289742,7.9358,7.8951,15.8308,-40.702,-48.5971,-1.3223,0.0,-41.0649,7931.798,7875.2651,LONG resume above prev_high=64480.0 | pullbacks=2 ATR%=0.34%
146,train,long,2024-09-26 15:30:00+00:00,65031.5095,64999.01,2024-09-26 20:00:00+00:00,64625.0074,stop_loss,64657.3361,65853.1948,0.12115977,7.8792,7.83,15.7092,-49.2517,-57.0817,-1.2591,97.8354,-46.6065,7875.2651,7810.3043,LONG resume above prev_high=64723.4 | pullbacks=2 ATR%=0.44%
147,train,short,2024-10-01 15:15:00+00:00,62134.927,62166.02,2024-10-01 15:30:00+00:00,62575.0529,stop_loss,62543.781,61221.6175,0.12563623,7.8064,7.8617,15.6681,-55.2958,-63.1575,-1.2295,9.4135,-86.2911,7810.3043,7739.3404,SHORT resume below prev_low=62464.0 | pullbacks=2 ATR%=0.51%
148,train,short,2024-10-02 13:45:00+00:00,60673.648,60704.0,2024-10-02 13:45:00+00:00,61033.6029,stop_loss,61003.1013,59956.2467,0.12749309,7.7355,7.7814,15.5168,-45.8918,-53.6731,-1.2778,0.0,-100.2544,7739.3404,7677.9318,SHORT resume below prev_low=60789.0 | pullbacks=1 ATR%=0.41%
149,train,short,2024-10-02 19:00:00+00:00,60731.719,60762.09,2024-10-03 01:15:00+00:00,61193.5009,stop_loss,61162.9194,59760.0165,0.12636056,7.6741,7.7324,15.4065,-58.351,-66.0835,-1.2128,92.4604,-55.0504,7677.9318,7604.1743,SHORT resume below prev_low=61036.0 | pullbacks=2 ATR%=0.55%
150,train,short,2024-10-03 15:00:00+00:00,60141.924,60172.01,2024-10-03 15:45:00+00:00,60609.6607,stop_loss,60579.371,59153.6074,0.12637394,7.6004,7.6595,15.2599,-59.1097,-66.7692,-1.2078,12.375,-69.2625,7604.1743,7529.8047,SHORT resume below prev_low=60196.0 | pullbacks=1 ATR%=0.56%
151,train,long,2024-10-04 16:00:00+00:00,61903.9865,61873.04,2024-10-06 14:45:00+00:00,62716.6288,take_profit,61523.0549,62748.0028,0.12169767,7.5336,7.6325,15.166,98.8967,91.2642,1.9687,106.2437,-31.6385,7529.8047,7613.5353,LONG resume above prev_high=61700.0 | pullbacks=1 ATR%=0.47%
152,train,long,2024-10-07 20:00:00+00:00,63413.681,63382.0,2024-10-07 20:45:00+00:00,63027.9397,stop_loss,63059.4695,64188.3263,0.12012141,7.6173,7.571,15.1883,-46.3358,-53.9068,-1.267,0.0,-51.5791,7613.5353,7552.0112,LONG resume above prev_high=63346.4 | pullbacks=1 ATR%=0.42%
153,train,long,2024-10-08 00:30:00+00:00,62419.194,62388.0,2024-10-08 07:15:00+00:00,62062.358,stop_loss,62093.4047,63124.4884,0.1210491,7.5558,7.5126,15.0684,-43.1947,-50.7073,-1.2858,48.5172,-50.1378,7552.0112,7493.7481,LONG resume above prev_high=62383.3 | pullbacks=3 ATR%=0.39%
154,train,short,2024-10-08 15:30:00+00:00,62177.2958,62208.4,2024-10-08 16:30:00+00:00,62551.982,stop_loss,62520.7216,61427.596,0.120462,7.49,7.5351,15.0251,-45.1354,-52.6706,-1.2732,37.633,-42.4248,7493.7481,7433.5875,SHORT resume below prev_low=62646.0 | pullbacks=2 ATR%=0.42%
155,train,long,2024-10-11 16:00:00+00:00,62290.1695,62259.05,2024-10-11 17:45:00+00:00,62899.951,take_profit,61990.1033,62931.4167,0.1193977,7.4373,7.5101,14.9474,72.8065,65.2964,1.8225,76.9674,-19.9597,7433.5875,7491.4466,LONG resume above prev_high=62180.0 | pullbacks=2 ATR%=0.36%
156,train,long,2024-10-14 09:30:00+00:00,64628.5581,64596.26,2024-10-14 13:45:00+00:00,65252.7994,take_profit,64320.5872,65285.4421,0.11597338,7.4952,7.5676,15.0628,72.3954,64.8278,1.8151,76.9416,-5.6303,7491.4466,7548.7792,LONG resume above prev_high=64505.0 | pullbacks=3 ATR%=0.36%
157,train,long,2024-10-16 02:15:00+00:00,67513.74,67480.0,2024-10-16 03:15:00+00:00,67109.2146,stop_loss,67142.786,68323.0351,0.11186691,7.5526,7.5073,15.0599,-45.253,-52.7603,-1.2714,0.0,-46.9807,7548.7792,7488.4663,LONG resume above prev_high=67383.4 | pullbacks=1 ATR%=0.42%
158,train,long,2024-10-16 15:30:00+00:00,68001.974,67968.0,2024-10-16 16:15:00+00:00,67530.6076,stop_loss,67564.3897,68977.0256,0.11017635,7.4922,7.4403,14.9325,-51.9334,-59.3737,-1.2315,5.2913,-54.2039,7488.4663,7421.6004,LONG resume above prev_high=67750.0 | pullbacks=2 ATR%=0.49%
159,train,long,2024-10-17 15:00:00+00:00,67157.3619,67123.8,2024-10-17 18:15:00+00:00,66794.0921,stop_loss,66827.5059,67864.5354,0.11056586,7.4253,7.3851,14.8105,-40.1652,-47.5504,-1.3038,57.7859,-48.3573,7421.6004,7366.6247,LONG resume above prev_high=67115.0 | pullbacks=3 ATR%=0.37%
160,train,long,2024-10-18 03:00:00+00:00,68138.052,68103.99,2024-10-18 03:30:00+00:00,67821.9026,stop_loss,67855.8306,68724.3886,0.1081673,7.3703,7.3361,14.7064,-34.197,-41.5331,-1.3605,0.0,-42.3239,7366.6247,7317.7213,LONG resume above prev_high=68092.0 | pullbacks=1 ATR%=0.30%
161,train,long,2024-10-18 15:30:00+00:00,68693.5496,68659.22,2024-10-18 16:00:00+00:00,68345.495,stop_loss,68379.6848,69358.0579,0.10658031,7.3214,7.2843,14.6057,-37.0958,-44.3801,-1.3267,18.8786,-35.5498,7317.7213,7266.0199,LONG resume above prev_high=68549.7 | pullbacks=2 ATR%=0.34%
162,train,short,2024-10-21 15:15:00+00:00,66998.484,67031.99,2024-10-21 15:45:00+00:00,67376.4923,stop_loss,67342.8209,66254.9127,0.1083963,7.2624,7.3034,14.5658,-40.9747,-48.2781,-1.2935,16.1515,-37.8819,7266.0199,7210.4794,SHORT resume below prev_low=67040.7 | pullbacks=2 ATR%=0.39%
163,train,short,2024-10-23 15:00:00+00:00,66456.745,66490.0,2024-10-23 16:45:00+00:00,65856.3771,take_profit,66756.6139,65823.4654,0.10844457,7.2069,7.1418,14.3486,65.1066,57.9649,1.7825,71.112,-3.8232,7210.4794,7261.2374,SHORT resume below prev_low=66700.9 | pullbacks=2 ATR%=0.33%
164,train,long,2024-10-24 22:15:00+00:00,68531.7788,68497.53,2024-10-24 22:30:00+00:00,68200.3897,stop_loss,68234.5069,69155.0877,0.10600729,7.2649,7.2297,14.4946,-35.1297,-42.3594,-1.3442,0.4475,-35.171,7261.2374,7211.6131,LONG resume above prev_high=68445.9 | pullbacks=2 ATR%=0.32%
165,train,long,2024-10-25 15:15:00+00:00,68515.9909,68481.75,2024-10-25 15:30:00+00:00,68162.3346,stop_loss,68196.4328,69195.0431,0.10530708,7.2152,7.178,14.3932,-37.2425,-44.4205,-1.32,2.8758,-57.1829,7211.6131,7159.9774,LONG resume above prev_high=68450.0 | pullbacks=1 ATR%=0.35%
166,train,long,2024-10-28 17:30:00+00:00,68986.8762,68952.41,2024-10-28 19:15:00+00:00,69673.5232,take_profit,68650.023,69708.3774,0.10383941,7.1636,7.2349,14.3984,71.301,64.0662,1.8316,94.8182,-14.6285,7159.9774,7216.88,LONG resume above prev_high=68933.2 | pullbacks=1 ATR%=0.37%
167,train,long,2024-10-29 17:00:00+00:00,72775.7997,72739.44,2024-10-29 19:00:00+00:00,73514.8028,take_profit,72414.5846,73551.5786,0.0992155,7.2205,7.2938,14.5143,73.3206,66.0268,1.8424,83.7697,-24.4288,7216.88,7275.6863,LONG resume above prev_high=72712.3 | pullbacks=1 ATR%=0.37%
168,train,short,2024-10-31 19:30:00+00:00,70371.0769,70406.27,2024-11-01 01:30:00+00:00,69597.6055,take_profit,70743.6483,69562.8241,0.10333861,7.272,7.1921,14.4642,79.9295,72.7373,1.8892,87.9491,-29.3154,7275.6863,7341.1516,SHORT resume below prev_low=70556.6 | pullbacks=3 ATR%=0.40%
169,train,short,2024-11-01 15:30:00+00:00,70838.543,70873.98,2024-11-01 15:30:00+00:00,69893.3875,take_profit,71280.1887,69858.4583,0.10358035,7.3375,7.2396,14.5771,97.8995,90.66,1.9818,113.7875,-4.087,7341.1516,7424.474,SHORT resume below prev_low=70922.0 | pullbacks=1 ATR%=0.48%
170,train,short,2024-11-04 00:15:00+00:00,68607.0493,68641.37,2024-11-04 01:15:00+00:00,68956.4625,stop_loss,68922.0015,67939.7913,0.10816326,7.4208,7.4586,14.8793,-37.7937,-45.2522,-1.3284,39.6353,-46.5081,7424.474,7371.8011,SHORT resume below prev_low=68724.0 | pullbacks=1 ATR%=0.34%
171,train,short,2024-11-05 03:00:00+00:00,67846.8396,67880.77,2024-11-05 03:45:00+00:00,68210.0148,stop_loss,68175.9269,67142.8778,0.10859926,7.3681,7.4076,14.7757,-39.4406,-46.8481,-1.3109,0.0,-44.3259,7371.8011,7317.5848,SHORT resume below prev_low=67888.9 | pullbacks=3 ATR%=0.36%
172,train,long,2024-11-05 20:45:00+00:00,69546.756,69512.01,2024-11-05 22:15:00+00:00,69017.6459,stop_loss,69052.172,70661.605,0.1052708,7.3212,7.2655,14.5868,-55.6998,-62.9654,-1.2094,7.7105,-69.2551,7317.5848,7247.2982,LONG resume above prev_high=69500.0 | pullbacks=1 ATR%=0.55%
173,train,long,2024-11-06 16:15:00+00:00,74577.26,74540.0,2024-11-06 20:00:00+00:00,75925.4893,take_profit,73970.6116,75963.471,0.09722697,7.2509,7.382,14.6329,131.0842,123.7022,2.0973,137.3564,-41.5412,7247.2982,7363.7495,LONG resume above prev_high=74499.0 | pullbacks=2 ATR%=0.64%
174,train,long,2024-11-07 09:00:00+00:00,75187.565,75150.0,2024-11-07 09:45:00+00:00,74836.5454,stop_loss,74873.9824,75840.044,0.09798735,7.3674,7.333,14.7005,-34.3955,-41.7285,-1.358,0.0,-37.0328,7363.7495,7314.6536,LONG resume above prev_high=75122.5 | pullbacks=1 ATR%=0.31%
175,train,long,2024-11-08 19:30:00+00:00,77038.5,77000.0,2024-11-08 20:15:00+00:00,76630.5118,stop_loss,76668.8462,77827.8845,0.0949955,7.3183,7.2796,14.5979,-38.757,-46.0366,-1.311,15.3408,-58.6065,7314.6536,7261.2987,LONG resume above prev_high=76987.0 | pullbacks=1 ATR%=0.36%
176,train,long,2024-11-10 05:30:00+00:00,79692.8265,79653.01,2024-11-10 05:45:00+00:00,79161.5278,stop_loss,79201.1283,80782.7142,0.09116164,7.2649,7.2165,14.4814,-48.4341,-55.6506,-1.2415,6.0507,-63.7062,7261.2987,7198.3832,LONG resume above prev_high=79327.0 | pullbacks=1 ATR%=0.47%
177,train,long,2024-11-10 22:00:00+00:00,79913.917,79873.97,2024-11-10 22:15:00+00:00,81072.5351,take_profit,79378.3214,81113.0916,0.09012177,7.202,7.3064,14.5084,104.4167,97.1103,2.0119,142.9406,-11.347,7198.3832,7288.2915,LONG resume above prev_high=79714.0 | pullbacks=1 ATR%=0.52%
178,train,long,2024-11-11 11:30:00+00:00,82189.9344,82148.87,2024-11-11 12:15:00+00:00,81727.9658,stop_loss,81768.8502,83098.9195,0.08872053,7.2919,7.2509,14.5429,-40.9861,-48.2371,-1.2912,24.954,-41.7629,7288.2915,7232.7625,LONG resume above prev_high=82102.1 | pullbacks=3 ATR%=0.39%
179,train,long,2024-11-11 19:45:00+00:00,86325.3411,86282.21,2024-11-11 21:15:00+00:00,88041.1741,take_profit,85561.0073,88085.2168,0.08382681,7.2364,7.3802,14.6166,143.8328,136.4526,2.1297,172.0678,-27.2363,7232.7625,7361.9787,LONG resume above prev_high=86250.9 | pullbacks=1 ATR%=0.70%
180,train,long,2024-11-12 14:45:00+00:00,86387.8824,86344.7,2024-11-12 18:45:00+00:00,88675.8098,take_profit,85394.512,88720.1699,0.07747918,6.6933,6.8705,13.5638,177.2668,170.3962,2.2139,192.8827,-50.9451,7361.9787,7525.6817,LONG resume above prev_high=86159.3 | pullbacks=1 ATR%=0.92%
181,train,long,2024-11-14 12:00:00+00:00,91537.5959,91491.86,2024-11-14 13:30:00+00:00,90839.1718,stop_loss,90884.6141,93009.9748,0.08225521,7.5294,7.472,15.0014,-57.449,-64.921,-1.2087,5.1322,-80.4411,7525.6817,7453.2312,LONG resume above prev_high=91206.0 | pullbacks=1 ATR%=0.55%
182,train,long,2024-11-15 20:15:00+00:00,90970.7326,90925.27,2024-11-16 15:45:00+00:00,90169.5994,stop_loss,90214.7067,92701.6782,0.08197096,7.457,7.3913,14.8482,-65.6697,-73.0609,-1.1789,72.0744,-74.9676,7453.2312,7372.7133,LONG resume above prev_high=90844.9 | pullbacks=1 ATR%=0.65%
183,train,long,2024-11-17 03:45:00+00:00,90165.05,90119.99,2024-11-17 08:45:00+00:00,90987.6053,take_profit,89754.7373,91033.1218,0.08180997,7.3764,7.4437,14.8201,67.2932,59.8495,1.783,72.3985,-10.7204,7372.7133,7425.1865,LONG resume above prev_high=90048.0 | pullbacks=1 ATR%=0.34%
184,train,short,2024-11-17 21:15:00+00:00,89436.6593,89481.4,2024-11-17 23:45:00+00:00,89864.3695,stop_loss,89819.4598,88636.2506,0.08298022,7.4215,7.457,14.8784,-35.4915,-42.9485,-1.3521,59.3026,-35.46,7425.1865,7374.8165,SHORT resume below prev_low=89562.0 | pullbacks=1 ATR%=0.31%
185,train,long,2024-11-18 08:15:00+00:00,92074.014,92028.01,2024-11-18 11:00:00+00:00,91573.3244,stop_loss,91619.134,93050.2,0.08013665,7.3785,7.3384,14.7169,-40.1236,-47.462,-1.302,11.0569,-78.3916,7374.8165,7319.9761,LONG resume above prev_high=91916.0 | pullbacks=3 ATR%=0.37%
186,train,long,2024-11-18 15:15:00+00:00,90878.7967,90833.38,2024-11-18 15:45:00+00:00,92318.4004,take_profit,90220.8989,92364.5827,0.08058685,7.3236,7.4396,14.7633,116.0131,108.5735,2.0479,138.2228,-42.8832,7319.9761,7421.2259,LONG resume above prev_high=90613.5 | pullbacks=1 ATR%=0.56%
187,train,long,2024-11-18 21:15:00+00:00,92010.1421,91964.16,2024-11-18 21:45:00+00:00,91156.8094,stop_loss,91202.4106,93868.5335,0.08069694,7.4249,7.3561,14.781,-68.8613,-76.2174,-1.1693,0.0,-69.8886,7421.2259,7337.5836,LONG resume above prev_high=91590.6 | pullbacks=1 ATR%=0.69%
188,train,long,2024-11-19 11:00:00+00:00,91796.6554,91750.77,2024-11-19 13:00:00+00:00,92581.8426,take_profit,91399.8153,92628.1567,0.07997299,7.3413,7.404,14.7453,62.7938,55.3897,1.7453,79.2808,-21.8051,7337.5836,7385.632,LONG resume above prev_high=91745.7 | pullbacks=2 ATR%=0.32%
189,train,long,2024-11-19 15:45:00+00:00,92197.5858,92151.51,2024-11-19 18:15:00+00:00,93572.3244,take_profit,91564.4604,93619.134,0.08014662,7.3893,7.4995,14.8888,110.1807,102.6812,2.0236,120.3541,-4.8381,7385.632,7480.9239,LONG resume above prev_high=92034.4 | pullbacks=2 ATR%=0.53%
190,train,long,2024-11-20 15:45:00+00:00,94746.4796,94699.13,2024-11-20 16:00:00+00:00,94150.4986,stop_loss,94197.5974,95952.9616,0.07899675,7.4847,7.4376,14.9222,-47.0806,-54.5181,-1.2573,6.7535,-45.8039,7480.9239,7418.9211,LONG resume above prev_high=94660.0 | pullbacks=1 ATR%=0.44%
191,train,long,2024-11-21 04:15:00+00:00,96989.2704,96940.8,2024-11-21 04:30:00+00:00,96352.4687,stop_loss,96400.6691,98291.1273,0.07653043,7.4226,7.3739,14.7965,-48.7347,-56.1086,-1.2456,0.0,-58.0101,7418.9211,7355.3898,LONG resume above prev_high=95904.0 | pullbacks=1 ATR%=0.46%
192,train,long,2024-11-21 10:45:00+00:00,97663.7975,97615.0,2024-11-21 13:15:00+00:00,97141.2729,stop_loss,97189.8679,98677.8303,0.07535102,7.3591,7.3197,14.6788,-39.3728,-46.6925,-1.3075,54.3328,-48.5153,7355.3898,7301.3383,LONG resume above prev_high=97596.0 | pullbacks=1 ATR%=0.36%
193,train,long,2024-11-22 15:15:00+00:00,98000.966,97952.0,2024-11-22 19:15:00+00:00,99341.8616,take_profit,97376.1771,99391.5574,0.07453996,7.305,7.4049,14.7099,99.9503,92.5454,1.9872,104.2839,-4.5437,7301.3383,7386.5787,LONG resume above prev_high=97875.0 | pullbacks=2 ATR%=0.49%
194,train,short,2024-11-24 15:30:00+00:00,96595.668,96643.99,2024-11-24 22:00:00+00:00,97118.5705,stop_loss,97070.0355,95578.8763,0.07643081,7.3829,7.4229,14.8057,-39.9659,-47.3887,-1.307,65.7991,-66.5255,7386.5787,7331.8071,SHORT resume below prev_low=96729.5 | pullbacks=2 ATR%=0.37%
195,train,short,2024-11-25 03:00:00+00:00,97319.9357,97368.63,2024-11-25 03:15:00+00:00,97819.2971,stop_loss,97770.4119,96364.1754,0.07529948,7.3281,7.3657,14.6939,-37.6017,-44.9674,-1.3257,0.0,-35.0191,7331.8071,7279.5116,SHORT resume below prev_low=97392.6 | pullbacks=3 ATR%=0.34%
196,train,short,2024-11-25 16:45:00+00:00,95816.058,95863.99,2024-11-25 21:30:00+00:00,94312.632,take_profit,96503.3863,94265.4992,0.07593583,7.2759,7.1617,14.4376,114.1639,107.0022,2.0501,140.5897,-23.8288,7279.5116,7379.2379,SHORT resume below prev_low=96001.5 | pullbacks=3 ATR%=0.56%
197,train,short,2024-11-26 08:15:00+00:00,93183.415,93230.02,2024-11-26 09:15:00+00:00,93756.9666,stop_loss,93710.1116,92029.7911,0.07915088,7.3755,7.4209,14.7965,-45.3971,-52.8181,-1.267,67.8406,-43.421,7379.2379,7319.0443,SHORT resume below prev_low=93612.0 | pullbacks=1 ATR%=0.43%
198,train,long,2024-11-28 13:00:00+00:00,95531.752,95484.01,2024-11-28 13:00:00+00:00,95053.4076,stop_loss,95100.9581,96441.6398,0.07665204,7.3227,7.286,14.6087,-36.6661,-43.9521,-1.331,0.0,-35.8342,7319.0443,7267.7694,LONG resume above prev_high=95475.8 | pullbacks=2 ATR%=0.33%
199,train,long,2024-11-29 02:45:00+00:00,96728.35,96680.0,2024-11-29 04:30:00+00:00,96256.4494,stop_loss,96304.6017,97618.4957,0.07517345,7.2714,7.2359,14.5073,-35.4744,-42.7103,-1.3408,9.8214,-36.9372,7267.7694,7217.7877,LONG resume above prev_high=96512.0 | pullbacks=1 ATR%=0.32%
200,train,short,2024-12-02 17:30:00+00:00,95325.0436,95372.73,2024-12-02 20:00:00+00:00,96056.2624,stop_loss,96008.2582,93783.9094,0.07567979,7.2142,7.2695,14.4837,-55.3385,-62.608,-1.2109,70.3855,-70.7951,7217.7877,7147.9655,SHORT resume below prev_low=96096.0 | pullbacks=1 ATR%=0.56%
201,train,long,2024-12-05 03:15:00+00:00,102971.44,102919.99,2024-12-05 05:45:00+00:00,101906.1678,stop_loss,101957.1464,105327.099,0.06945167,7.1515,7.0776,14.2291,-73.9849,-81.0625,-1.1507,39.8146,-87.8626,7147.9655,7059.7515,LONG resume above prev_high=101600.0 | pullbacks=1 ATR%=0.78%
202,train,long,2024-12-05 23:30:00+00:00,97160.586,97112.02,2024-12-06 17:45:00+00:00,100843.1752,take_profit,95599.3792,100893.622,0.0466717,4.5346,4.7065,9.2412,171.8727,167.1662,2.2942,190.8599,-55.0197,7059.7515,7222.383,LONG resume above prev_high=96589.0 | pullbacks=1 ATR%=1.30%
203,train,long,2024-12-09 04:45:00+00:00,99379.1147,99329.45,2024-12-09 06:30:00+00:00,98849.0049,stop_loss,98898.4541,100406.9397,0.0727114,7.226,7.1874,14.4134,-38.545,-45.7325,-1.3085,12.7809,-38.0349,7222.383,7169.4246,LONG resume above prev_high=99300.0 | pullbacks=1 ATR%=0.36%
204,train,short,2024-12-09 09:30:00+00:00,98525.9824,98575.26,2024-12-09 13:15:00+00:00,99109.76,stop_loss,99060.2299,97362.8353,0.07273047,7.1658,7.2083,14.3741,-42.4584,-49.6667,-1.2782,42.0362,-41.9224,7169.4246,7112.592,SHORT resume below prev_low=98772.9 | pullbacks=1 ATR%=0.41%
205,train,short,2024-12-10 04:15:00+00:00,96300.2858,96348.47,2024-12-10 04:30:00+00:00,97157.675,stop_loss,97109.1204,94446.8439,0.07382154,7.109,7.1723,14.2814,-63.2938,-70.4661,-1.1802,29.5497,-61.4316,7112.592,7035.0169,SHORT resume below prev_low=96500.0 | pullbacks=2 ATR%=0.66%
206,train,short,2024-12-11 02:00:00+00:00,95704.144,95752.02,2024-12-11 02:30:00+00:00,96432.1593,stop_loss,96383.9673,94172.1518,0.07347121,7.0315,7.085,14.1165,-53.4882,-60.5732,-1.2127,1.9238,-123.7149,7035.0169,6967.4122,SHORT resume below prev_low=95904.3 | pullbacks=1 ATR%=0.55%
207,train,long,2024-12-11 16:15:00+00:00,100640.6752,100590.39,2024-12-11 17:45:00+00:00,100059.2814,stop_loss,100109.336,101793.0249,0.06926519,6.9709,6.9306,13.9015,-40.2704,-47.201,-1.2825,31.1849,-67.9163,6967.4122,6913.2403,LONG resume above prev_high=100500.0 | pullbacks=1 ATR%=0.40%
208,train,long,2024-12-12 15:00:00+00:00,101752.891,101702.04,2024-12-12 15:00:00+00:00,101159.1645,stop_loss,101209.7694,102932.7165,0.06797543,6.9167,6.8763,13.793,-40.3588,-47.2352,-1.2794,0.0869,-66.1327,6913.2403,6859.0885,LONG resume above prev_high=101594.0 | pullbacks=1 ATR%=0.40%
209,train,long,2024-12-16 00:30:00+00:00,105299.3233,105246.7,2024-12-16 00:30:00+00:00,106534.0414,take_profit,104710.446,106587.3351,0.06517153,6.8625,6.943,13.8055,80.4685,73.5255,1.9158,87.8953,-3.4295,6859.0885,6925.7514,LONG resume above prev_high=104760.0 | pullbacks=2 ATR%=0.42%
